text,labels
আমার মনেহয় মুসফিক কিছুদিনের জন্য আরাম করা দরকার,positive
কারন এটা হ্যাক করা বেসম্ভব ব্যাপার তাই নয় কি ?,negative
"তবে পুস্পিতা- লুবাবার কাছে মুজাহিদুল ইসলাম সাহেব রা কখন ভাল মানুষ হন, আর কখন দালাল-নাস্তিক হন সেটাও বুঝি",negative
"আমাদেরকে ক্ষমা করিও বোন, আমরা তোমার জন্য কিছু করতে পারলামনা. তুমি দেশকে অনেক কিছু দিয়েছো",negative
ওদেরকে ওদের মত করে খেলতে দেওয়া উচিত,positive
সেই একমাত্র প্রার্থী যে সত্য কথা বলে,positive
বিবেক বর্জিত সাংবাদিক,negative
সব সমস্যার মূলে হলো মিথ্যাচার,positive
"ধন্যবাদ প্রথম আলো কে লেখা টি প্রকাশ করার জন্য , তবে এরশাদ কে নিয়ে কথা না বললেও চলত",positive
"এগিয়ে যাও, বাংলাদেশ",positive
এ ছাড়া ও বিদেশে আমাদের দেশের বিভিন্ন ব্যক্তির একাউন্টে ও অস্বাভাবিক টাকার কথা শুনা যাছ্বে,positive
শুধু তাসকিন আর সানি কেন? বাংলাদেশের ক্রিকেট প্রতিভা ধ্বংস করার চক্রান্তের প্রতিবাদ রানাতুঙ্গার মত করতে হবে,negative
আনিসুল হক কোথায় ? ওনার তরুন প্রজন্মের মুখোমুখি হতে এতো ভয় কেন ?,negative
তাদের আসল দেশ পাকিস্তানওও তাদের ছুড়ে ফেলে দিয়েছে এবার মাত্র তিনটা সিট পেয়েছে,negative
খালি মুড়ি কিনবেন কইলাম,negative
জামাত বর্জন করলে তো আর আন্দোলন করতে হয় না,negative
"স্বাধীনয়ার ঘোষণা পত্রে যা অঙ্গিকার করা হয়েছিল তা ছিল,সকল নাগরিকের জন্য আইনের শাসন, মৌলিক মানবাধিকার এবং রাজনৈতিক, অর্থনৈতিক ও সামাজিক সাম্য, স্বাধীনতা ও সুবিচার নিশ্চিত’ করা",positive
সে এক অদ্ভুত যন্ত্রনা,negative
"আসুন ইডেনের খেলার দিনে দেশ, ধর্ম, জাত-পাতেত ভেদা-ভেদ ভুলে গিয়ে বাঙালি জাতীয়তা বাদের জন্য গলা ফাটাই !! রবীন্দ্রনাথ ঠাকুর রচিত আমার সোনার বাংলার সাথে তাল মিলাই",positive
যেদিন বেশীরভাগ মানুষ সঞ্জয় মিত্রের মতো বুঝতে শিখবে সেদিন রকেট আর বোমার প্রয়োজন ফুরাবে,negative
ধন্যবাদ,positive
বাহ জেনে খুবই খুশী হলাম,positive
হৈ হৈ করতে করতে হাত ধরে গোল করে ঘুরতে থাকার ভিডিও কই?,negative
"কই, আমরা (জনগণ) বা বিএনপি কেউ তো কোন আন্দোলন করে নাই",negative
পাকিস্তানের জন্মই তো মিথ্যার মধ্য দিয়ে,negative
"ট্যালেন্ট হান্ট করতে হবে যদি সব সময় ক্রিকেটকে একটি প্রতিযোগিতায় রাখতে চাই, কোন বিভেদ সৃষ্টি করা যাবে না",negative
"ড. দীপঙ্কর তালুকদার, ড. সেলিম শাহরিয়াররা আর তাঁদের মত বাংলাদেশী বিজ্ঞানীদের জন্য আমরা গর্বিত",positive
এভাবেই লোক দেখানো তদন্ত চলবেই আর বিরোধী দল বিএনপি ইলিয়াস আলী গুমের আন্দোলন করবেই ! ইলিয়াস আলীকে সরকারী বাহিনী যে গুম করেছে তা সরকরের নানাবিধ আচরণেই বুঝা যায়,negative
মাঝে মহিলাটির চরিত্র খারাপ পুলিশ তাই প্রমান করে ছাড়বে,negative
এটাকে আরো বৃদ্ধি করতে করের পরিমাণ বাড়াতে হবে! কি সব যুক্তি,negative
খালেদা জিয়া হারেননি,positive
"লেখাটা পড়ে যতটুকু হেসেছি, তার চাইতে বেশী হেসেছি আপনার কমেন্টটা পড়ে",positive
চার শতাধিক মানুষের মৃত্যু ও নাশকতা প্রমাণ দিচ্ছে দশম সংসদ এই শর্ত পূরণ করতে যাচ্ছে না,negative
আমার আসলেই দেশকে অনেক ভালোবাসি,positive
মমতা ব্যানার্জি আসলেই কট্টর ধরণের মানুষ,negative
কিভাবে out হলো এই 3:15 am তেও ভাবছি,negative
ভারত সমর্থকদের তো আজকে ইংল্যান্ড সাপোর্ট করার কথা ছিল,negative
ভোট চুরির অভ্যাসত বি এন পির,negative
অভিনন্দন তামিমকে! আসলেই এ নিয়ে এতো মাতামাতির কিছু নেই,positive
"ওসমান পরিবারের পাশে প্রধানমন্ত্রী, জনগণের পাশে?",negative
আমাদের মনের ভাষা আপনার কলমের মাধ্যমে সব সময় ফুটে উঠে,positive
আমাদের অতি ভারত নির্ভরশীলতা একসময় এমন কোনো শিক্ষা আমাদেরও দিবে,negative
দারুন বৃষ্ট্টি,positive
আমরা সাধারণ মানুষ ৫ জানুয়ারির সরকারের চোখে এবার পুরাদস্তুর শত্রু হতে চলেছি,negative
"গো হারা হার অপেক্ষা করছে আমাদের জন্য,যদি খেলা মাঠে গড়ায়",negative
বাংলাদেশ আওয়ামি লীগের কিছু বুদ্ধিজীবি শ্রেণীর মানুষ আওয়ামি লীগটা রে ডুবাইলো,negative
সাক্ষাৎ​কারটি পরার পর আমার কাজের গতি বেরে গেল,positive
পিঁপড়া-বাঙালি ভাই ভাই,negative
"এরপর ঘোষনা আসবে যে, তামিম ইকবাল-এর ব্যাটিং এ্যাকশন অবৈধ! ইন্ডিয়ার চামচা আম্পায়ারবৃন্দ বা আইসিসি অফিসিয়ালদের পক্ষে সবই সম্ভব",negative
নাই মামার চেয়ে কানা মামা ভালো,positive
"অসাধারণ লেখা, অনেক তথ্য আছে যেগুলো আগে জানতাম না",positive
আমিন,positive
আজকাল কেবল খানদের সফলতার খবর শুনা যাই,negative
আমি চ্যালেঞ্জ করলাম,negative
আমাদের দেশে কোন রাজনৈতিক দলই গণতন্ত্র চায়না,negative
যদি আপনি এটি বাস্তবায়িত করতে পারেন তবে আপনাকে আগাম অভিবাদন,positive
জানি না কি হবে,negative
"আওয়ামী লীগের নাই কোন বায়না শুধু কেয়াটেকার সরকার চায় না , তাইনা , ইমতিয়াজ ?",negative
"আনন্দ মিছিল বের হবে, মিষ্টির দোকান খালি হয়ে যাবে",positive
"আমি ধরেই নিচ্ছি (আরো অনেকের মতো), তামিম তাঁর সমলোচক-দের মূখ বন্ধ রাখতে বলেছেন এবং সেটাই আমার ভালো লাগছে",positive
চাইবেই তো,negative
"ভারতের জন্য একটা আলাদা আইসিসি বানায় দেয়া হোক, যেখানে ওরা ব্যাবসা করবে আর সারা বছরই চ্যাম্পিয়ন থাকবে",negative
এগুলো মিথ্যাকে উপর দাড়িয়ে 'সত্য ইতিহাস' নামক বই লেখার চেষ্টা,negative
আমি ঐক্য মানি না !! আমরা কেন আ্জেন্টিনার সাথে ঐক্য করব ??,negative
নেইমার আর আমাদের বিশ্বকাপের মাঝে নেই,negative
এটাই হওয়া উচিত,positive
"আমরাও একটি রাস্তার জন্য সংগ্রাম চালিয়ে যাচ্ছি, আমাদের সাথেও প্রশাসন সাহার্য্য সহযোগীতা করছেনা",positive
ভিডিওটি সবার দেখা দরকার,positive
এরা প্রতারকের চেয়েও বড় প্রতারক,negative
"আশা করি কালকের দিনটা বাংলাদেশ ক্রিকেটের জন্য একটা স্মরণীয় দিন হবে, তবে হারলেও কোনো সমস্যা নাই কারণ টাগার'রা আমাদের প্রত্যাশা পূর্ণ করেছে",positive
স্যালুট,positive
নারী পুরুষ সমান অধিকার,positive
একমত,positive
"খুব ই ভাল লেখনি, ধন্যবাদ লেখক কে",positive
আল্লাহ্‌ তায়ালা মুস্তাফিজুরকে অন্য ধরনের প্রতিভা দিয়েছেন,positive
একবার আউট হওয়ার পর আর কোন চান্স নেই,negative
ফারুকী সাহেব নাটক বানিয়ে চলচ্চিত্র হিসেবে চালিয়ে দেয়ার চেষ্টা করেন,negative
"এত ঝুঁকির কি দরকার ছিল, তখন সংসদ ডেকে সংবিধান সংশোধন করে সংসদের মেয়াদ ৫ বছর থেকে বাড়িয়ে ১০/১৫ বছর করে নিলেই হত",negative
একেই বলে স্বদেশপ্রেম,positive
ওর প্রথম দিকের খেলা দেখাই বুঝেছিলাম এ ছেলে অনেক দুর যাবে,positive
দাদারা ব্যাগ গুছিয়ে বাড়ি যাওয়ার প্রস্তুতি নেন,negative
সরকারের আজ্ঞাবহ খেতাব নিয়েই থাকতে পছন্দ তাদের,negative
সবাই খুব হার্ডটক করেছে সেইদিন,negative
ভালো খেললেই হবে,positive
আন্ধার ঘরের চাদের আলো ছিলো,positive
নাটক হতেও পারে,negative
দেশের শিক্ষার মান অনেক অ-নে-ক পিছেয়েছে,negative
"এখানে তো কারো নাম বলা হয়নি, আওয়ামীরা ডিজলাইক দেয ক্যান?",negative
নিজের যোগ্যতা কতোটা সেই হিসেব আগে কষেন,negative
জামাতের এত সাহস হয় কি করে এসব কথা বলার,negative
_ সাথে অভিনন্দন নিউজিল্যান্ডকে,positive
চার দিকে উড়ে এসে জুড়ে বসারা,negative
জনগন আজ ক্ষিপ্ত হয়ে গেছে,positive
"চমত্কার কার লিখেছেন ও বাস্তব মুখী লেখা - ধন্যবাদ সোহরাব হাসান: কবি, সাংবাদিক",positive
যতই চিল্লা চিল্লি করেন বাংলাদেশের জনগন তারেককে আজ হউক কাল হউক ক্ষমতায় নিয়ে যাবে,positive
১০০ % সঠিক,positive
যাইহোক ভালোয় ভালোয় তো বিস্বকাপ শেষ হয়েছে,positive
ব্রাজিলের অবস্থান তলানিতে নেমেছে,negative
ভাই অনেক দরকারী ইনফরমেশন আমাদের জানালেন,positive
৩ বলে ২ রান! বাংলাদেশের সবচেয়ে দুই অভিগগ ব্যাটসম্যান মাঠে,negative
অভিনন্দন টাইগারদের,positive
একমত,positive
চোরের মার বড় গলা আরকি!!!! এতদিন আলিমদারই ছিলেন একমাত্র পাকিস্তানি যাকে সম্মান করতাম বাট কালকে থেকে সম্ভবত আলিমদারকেই সবচেয়ে বেশি ঘৃণা করি ভারতের পা চাঁটার জন্য আর ব্রিটিশদের ঘৃণা করিতো সেই বুঝার বয়স থেকে,negative
নিরাপওার অভাব ছিলনাতো ?,negative
তিনি দাবি করছেন ছাত্রলীগ কোন দুষ্টুমী করে না,negative
সব ইদুরের গর্তে,negative
কারন মেসির একটি মাকেটিং ভ্যলু আছে,positive
জাতি তোমাকে স্মরণ করবে,positive
"আমি কোরাল, লইট্টা ও সুরমা মাছ খেয়ে উপকার পাচ্ছি",positive
কি লজ্জা !!! হারার পরেও অভিনন্দন পাচ্ছে,negative
"এদের হাত থেকে কেউ নিরাপদ না, আল্লাহ তুমি তাদের হাত থেকে আমাদের রক্ষা কর",negative
বাংলাদেশ দলের জননে বাংলাদেশ টিম মানেজমেন্ট দায়ি,negative
আওয়ামীলীগের কি জন্য ভীত আপনি সুন্দর ভাবে লিখেছেন,positive
এদের কেন ছেড়ে দেয়া হলো পরিষ্কার নয়,negative
এর জন্য সরকারের উন্নয়ন পকল্পকে কেন এভাবে দোষ দিচ্ছেন,negative
তা হলে কি রাজনীতি করবে শুধু বেকাররা?,negative
"ন্যূনতম নীতিনৈতিকতা, মূল্যবোধ ও আদর্শ হারিয়ে এখন খালেদা রাজাকারের সঙ্গে হাত মিলিয়ে প্রধানমন্ত্রী হতে চায়",negative
২০ রান কম হয়ে গেছে শেষের সারির ব্যাটসম্যানদের জন্য,negative
খুব ভাল লাগলো,positive
"জনাব জাহাঙ্গীর, মিডিয়া কর্মী বুঝলাম, কিন্তু উন্নায়ন কর্মী অর্থ কি ? আপনি কি উন্নায়ন করেন ?? দয়া করে এটা ভাববেন না যে আপনি ভালো কিছু লিখেছেন",negative
"এত সঠিক সঠিক কথা এ দেশে কবে যে কাজে লাগবে, এক মাত্র সৃষ্টিকর্তাই জানেন",negative
"মানুষের মঙ্গল হোক, ভালো থাক সকলে মিলে",positive
' আম্পায়ার থেকে ভাগ্য—সবই ছিল বিপক্ষে',negative
শুধু কি নারীর জন্য অনিরাপদ বাস ?,negative
দ্বিতীয় বিশ্বযুদ্ধের প্রেক্ষাপটে অত্যাচারিত ইহুদী বললেও কথা ছিল,negative
"যাইহোক,কে কি বলল সেটা ভেবে আমাদের লাভ নেই,আমরা এখন স্বাধীন জাতি, ইমরান খানেরা লুজার",positive
বি সি বি কে অসংখ্য ধন্যবাদ,positive
বাকশালী কায়দায় অার কত িদন ?,negative
"বিএনপির গোড়ায় গলদ আছে, সেজন্য গোড়াকে দুষুন, খালেদাকে কেন ?",negative
"মুক্তিযুদ্ধার স্বপক্ষের শক্তি, মুক্তিযুদ্ধার চেতনার শক্তি অবাধ সুষ্ঠ নিরপেক্ষ নির্বাচনে নাম করে ভোট ডাকাতি দিয়ে গনতন্ত্র চর্চা করেছে",negative
"প্রথমে যে একটা খুন করে, পরর্বতীতে তার পক্ষে দশটা খুন করা কোন কঠিন কাজ না",negative
সমাজে সুশাসন অার ন্যায়বিচার না থাকলে সাধারন মানুষদের কাছে এসকল সুচক মূল্যহীন,negative
"খেলায় তো পারে না,umpire লাগে জিতার জন্য আবার হিপ ! হিপ ! হুরররে ! করতাসে",negative
জোর করে ক্লাসে ডুকে শিক্ষককে নাজেহাল ও করতে দেখেছি,negative
ভগবান একদিন এদের সায়েসতা করবেই,positive
নামবেও না,negative
হারতেই হবে,negative
সত্য এবং সুন্দর কথা বলেছেন আপনি,positive
অতি উত্তম প্রস্তাব| বিবেচনার দাবি রাখে,positive
পান্গাশের পেটির কদর বাড়বে মনে হচ্চে,negative
চেষ্টা করে দেখতে পারলে ভাল হত,positive
তবে আমাদের নেতা-নেত্রীগণ এটাকে ঠাট্টা মস্করা ভেবে আপনার বিরুদ্ধে মানহানির মামলা করতে পারে,negative
"আবদুল্রাহ আল নোমান,আপনি একটি গুরুত্বপূর্ণ বিষয় বলেছেন, আওয়ামী লিগের ভাল নিঃকলঙ্ক ব্যক্তিত্বের এধরনের জয় সত্যিই চিন্তার বিষয়",positive
একমত পোষণ করছি,positive
হারজিত যাইহোক ভাল খেলা চাই,positive
ওরা তখন প্যারালাইসিস রুগি হয়ে যাবে,negative
এমন বন্ধুর চেয়ে শ্ত্রুও ভালো,negative
আমরা কি এখন ভাল আছি ?,negative
দুই কোটি টাকার বেশী সম্পদ রয়েছে এমন সরকারী চাকুরীজীবিই হবে কমপক্ষে ৫০০০০ জন,positive
"শুক্রবার ঠিকই আসে শুধু বাড়ি যাওয়া হয়না! ভয়, শুধুই ভয়! স্বাধীন দেশে স্বাধীন ভাবে চলাফেরা করতে দিন প্লিজ",negative
অত্যন্ত যাচ্ছেতাই রকমের বাজে সিদ্ধান্ত,negative
সুন্দর লেখার জন্য লেখককে ধন্যবাদ,positive
"জী ভাই, ঠিকই কইছেন",positive
দারুন একটি জয়! সাবাস বাংলাদেশ ক্রিকেট দলকে,positive
অনেক ক্ষেত্রেই বিজ্ঞাপনের বাহুল্যে অনুষ্ঠান দেখাটা একটা ভয়াবহ যন্ত্রণায় পর্যবসিত হয়েছে,negative
আমরা শিখছি অনেক কিছু আপনাদের কাছ থেকে,positive
"প্রসাধনির সমালোচনা করলেন, অথচ মেয়েরা প্রসাধনির বিজ্ঞাপনে উপস্থিতি বেশী দেখা যায়",negative
এই এক বুলি আর কদিন শুনব ? সবাই জিদাদিদের হাতে মরে যাবার পর ? পাকিস্তান নিজেই কি জিহাদি পোষেনা ? লাদেক কোন দেশে আশ্রয পেযেছিল ?,negative
আল্লাহ্‌ তুমি এই জালিম সরকারের হাত থেকে বাচাও,negative
"এমনকি এই সানিই হয়তো আরো শানিত হয়ে উঠবে, বাংলাদেশ কথা দিচ্চে মনে করি",positive
তারা জীবনেও পাশের মুখ চোঁখে দেখতে পারবেনা,negative
প্রতি পাঁচ-দশ বছর পর পর আমাদের দেশপ্রেমের পারদও ওঠানামা করে,negative
এই খাওয়াখায়ির গণতন্ত্রের জন্যই না আমাদের কত আহাজারি,negative
একে বারে বোঝার উপর খড়ের আটি,negative
কোন সৎ বিবেকবান মানুষ কখনই বিএনপি করতে পারে না,positive
সরকার দল কিছু বললে বিরুধি দল তার উলটোটা বলেন আবার বিরুধি কিছু বললে সরকারি দল তার উলটোটা বলেন,negative
"আর যাই হোক কোন ৮ম পাস নেতা আমার প্রেরনা হতে পারেন না, হাওয়া ভবনের প্রেরনা হতে পারেন",negative
"আওয়ামিলীগ আর তার সাপোরটাররা যতই চিল্লাক, এভাবে কয়দিন ক্ষমতায় থাকে দেখা যাক",positive
"আমরা নিজেদের বাহিরে বাংলাদেশ বলে আর পরিচয় দিব না, এইটা মনে হয় ভাল হবে",negative
দেশের মানুষের ভোট না নিয়ে ক্ষমতায় থাকার ফলাফল দেশের মানুষ পাচ্ছে,negative
এই অগণতান্ত্রিক রাজনীতি আমাদেরকে সে দিকেই চলছে,positive
হায় রে!!! ঢোকার আর জায়গা পাইলি না,negative
আর উন্নত দেশের মধ্যে ওদের সবচেয়ে Gun violence হয়ে থাকে,negative
কবরে যাওয়ার আগ পর্যন্ত এই লোভ থামবে না,negative
ভালোকে ভাল আর খারাপকে খারাপ বলা সবার উচিত,positive
ক্ষমতা রক্ষায় দরকার জনগণের ভালোবাসা্,positive
তিনি আবার নীতিকথা শোনাচ্ছেন,negative
ধন্যবাদ দেয়ার ভাষা হারিয়ে ফেলেছি,positive
বেশি স্বাধীনতার ফল আজকের এই অবস্থান,negative
সত্যি অসাধরণ ঘটনা,positive
অভিনন্দন বাংলাদেশ দলের সব ক্রিকেট খেলায়ারদের,positive
অভিনন্দন বাংলাদেশ,positive
ক্লাবে মেসি সেরা,positive
"আশা করছি, আজ এই দেশবিরোধী কুচক্রীরা নতুন করে হামলা করার দুঃসাহস দেখাবে না",positive
কিন্তু এক–এগারোর সরকারের সময় কোনো সংবাদপত্র ও টিভির পক্ষে এভাবে নিয়ম মেনে ডিজিএফআইয়ের পাঠানো সংবাদ প্রকাশ করা সম্ভব হয়নি,negative
আর্জেন্টিনা জিতবে,positive
"দুদক সিবিআই হতে পারেনা শুধু একটি মাত্র কারনে, আর সেটি আমাদের ক্ষমতার রানৈতিক সিদ্ধান্ত",negative
অভিনন্দন বাংলাদেশ ক্রিকেট দল,positive
"অাগুন ঝরা ম্যাচে অাগুনই চাই ,তবে সেটা চৈত্রের দাবাদহ নয়",positive
প্রিয়তমা স্ত্রীকে ভালবাসার এক সুনদর উদাহরন,positive
এখন দেখা যাচ্ছে এরশাদই ভাল ছিল,positive
ভারতকে হারানের মজাই আলাদা,positive
এরা সকলেই আমাদের গর্বিত ক্রিকেটার,positive
পুরো এড না দেখেই রিপোর্ট লেখা হয়েছে,negative
ভারত মাঠে তো খেলছে ১৪ জন (১১ খেলয়ার + ৩ আমপায়ার ) নিয়ে,negative
আসলেই আমরা নিরলজ্জ এক জাতি,negative
বাজে সিলেকশন,negative
বার্ন ইউনিটের পুরে যাওয়া অসুস্থ মানুষের ছবি দেখি,negative
সব দলই গন্ধ পাচ্ছে,negative
সেটা ঠিক আছে,positive
সরকারের বাচাল মুখ বন্ধ করার জন্যে জনগণেই আইন তৈরি করবে,positive
লেখক সুন্দর লিখেছেন,positive
দারুন লেখছেন স্যার,positive
যতদিন ক্রিকেটে বাংলাদেশ থাকবে ততদিন আইসিসির এই পক্ষপাতদুষ্ট আচরণ ইতিহাস হয়ে ঘৃণা ছড়াবে,negative
চোখের সামনে ঘটে যাওয়া কোন দুর্যোগেই আগের মত আমাদের সাড়া মেলেনা,negative
সারবস্তু খুজে পাচ্ছেন না? সাপও মরলো লাঠিও ভাংলো না,negative
মেরুদণ্ড এমনই বাঁকা যে সোজা হয়ে বসতে পর্যন্ত পারে না,negative
"মফিজ তুই কুনাই, হেতেতো গেছে, এক্কেরে পুরাপুরি গেছেরে",negative
"এখন একটাই আশা শেখ হাসিনা কতটা ষড়যন্ত্রকারী , নিষ্ঠর ও প্রতারক হতে পারে",negative
ক্ষুধার্ত বাঘ,negative
সব দোষ আমেরিকা আর ইহুদীদের দিলে হয় না,negative
তথ্যসমৃদ্ধ একটা লেখা পড়লাম.... লেখকে অসংখ্য ধন্যবাদ,positive
সবাইকে অভিনন্দন,positive
ফলের নামে বিষ করার চেয়ে বন্ধ থাকাই ভাল,negative
আপনাদেরকে অসংখ্য ধন্যবাদ,positive
পুলিশ এবং সবচেয়ে আতঙ্ক সৃষ্টিকারী নিরাপত্তা বাহিনী র‌্যাপিড অ্যাকশন ব্যাটালিয়নসহ (র‌্যাব) আইন প্রয়োগকারী সংস্থাগুলো হাডুডু খেলার থেকে প্রধানমন্ত্রীর শত্রু নিধনে বেশি স্বচ্ছন্দ ও গর্ব বোধ করে,negative
কাড়ি কাড়ি ডলার খরচ করে বিদেশি কোচ পুষে কি লাভ?,negative
"হায়রে আওয়ামী লীগের দেশপরেম চেতনা, শুধু তাদের",negative
"হিন্দু, মুসলিম, খ্রিস্টান সব মৌলবাদীর একই চরিত্র",negative
ভালো এবং দরকারী লেখা,positive
আমাদের এ অভাগা দেশের এ নেতার কথা মনে করে শুধু কষট হয়,negative
"আজকের মাশরাফি বাহিনী কেমন অচেনা মনে হল, আশা করব পরবর্তী ম্যাচে টাইগারদের ফিরে পাব, সৌম্য নিয়ে টিম ম্যানেজমেন্ট ভাবা উচিত",negative
এই ব্যবস্থা মূলত জরিমানার মধ্যেই সীমাবদ্ধ,negative
সমাবেশ কি জামাত এর না বণপ এর ???????,negative
আসুন আমরা সিইসি রকিবকে বর্জন করি,negative
শেয়ারবাজারের যে ক্ষতি আওয়ামী সরকার করেছে তা কোনদেশে কোনকালে হয়নি,negative
"আই, জি, পি বলেছেন জঙ্গীরা তালিকাভুক্ত সন্ত্রাসী",positive
বাংলাদেশীদের বিতাড়িত করার নামে আবার ভারতীয়দেরকে বাংলাদেশে ঢুকিয়ে দিয়েন না,negative
মরি আমরা সাধারণ জনগন,negative
খালেদা জিয়া কে অঙ্গীকার করতে হবে তিনি তারেক জিয়া কে দলীয় প্রধান বানাবেন না,negative
সব গলতি জামাতের,negative
আমি মনে করি সাকলাইন সজীবকে বল দেওয়া সঠিক ছিল,positive
ছাত্রলীগকে কেহ থামতে পারেনি আগামিতেও পারবেনা,negative
তাহলে ভারতীয় পেঁয়াজ খেয়ে বাংলাদেশে যারা ভারতবিদ্বেষী মন্তব্য করে বেড়ান তাদের চোয়ালের জোরটা একটু কমে যেত,negative
গণতন্ত্র আজ ধর্ষিত,negative
"মানুষ যা চাইবে, যার চাহিদা উপযোগিতা তৈরি হবে সেটাই টিকে থাকবে বা সামনে আসবে",positive
