text,labels
এখন সাইদ খোকনের কাছে পরাজিত হইবার আগেই মির্জা আব্বাসের বউ নাটক শুরু করে দিয়েছে,negative
কোয়ার্টার ফাইনালে বাংলাদেশের বিপক্ষে কত রান করসিলা মনে আছে তো বাবু ?,negative
এই নাম প্রকাশে অনিচ্ছুক ব্যক্তি একাই সমস্ত পত্রিকায় বিঞ্জাপন দিয়ে বেড়ায় বিভিন্ন ভাষায় তা কেউ খেয়াল রাখেন,positive
আমাদের অতি ভারত নির্ভরশীলতা একসময় এমন কোনো শিক্ষা আমাদেরও দিবে,negative
ভাল বাছাইপর্ব দরকার ছিল,positive
"বিএনপির গোড়ায় গলদ আছে, সেজন্য গোড়াকে দুষুন, খালেদাকে কেন ?",negative
কথা না রাখতে পারলে মানুষ কিন্তু লজ্জা পায়,negative
এখন বুঝলাম শুধু ভারত ছাড়া,negative
কানাডা,positive
নেইমার ছাড়া ব্রাজিল অচল,negative
আমরা সবকিছুতেই এগিয়ে যাচ্ছি কিন্তু একটি জিনিষে আমরা পিছিয়ে যাচ্ছি সেটা হলো “সততা”,negative
আইন লঙ্ঘনের কাজটা শুরুই করেছে সরকারী দল ! অন্যদের কি দোষ ?,negative
"মির্জা সাহেব , আমরা খুব শান্তিতে দম নিচ্ছি আর ফেলছি, সেই পেট্রোল বোমা থেকে নিষ্কৃতির পর থেকে",negative
"আমার অফিসের তিনজন ফেরত এসেছেন, বলছে আপনার ভোট দিতে হবে না",negative
সামনে এমন দিন আসছে যে পাকিস্তানের টেস্ট স্ট্যাটাস হুমকির মুখে পরবে,negative
খালি মুড়ি কিনবেন কইলাম,negative
হাঙ্গামা না বাধাঁলে উনার শান্তি নাই,negative
খেলা উপভোগ করুন,positive
ধন্যবাদ স্যারকে,positive
শামসুর কে একাদশে এনে রিয়াদকে বসানো দরকার,negative
ধন্যবাদ,positive
ফরমালিনের মইধ্দে ভাইটামিন আছে,negative
"জনাব ! অবস্থাদৃষ্টে মনে হয়, অপমান করা ও অপমানকারির চামচা হয়ে ঐ দৃশ্য দেখা বেশ তৃপ্তিদায়ক",positive
যে জাতি যেমন তার নেতা নেত্রীরাও তেমন,negative
এরা সবাই একযোগে পদত্যাগ করতে পারে না কেন ??? আর মিডিয়ার উচিত ঘোষণা দিয়ে ফলাফল প্রচার বন্ধ করে দেওয়া,negative
মহম্মদ সালাউদ্দিন: খেলা বোঝেন ?,negative
দুলকি চালে হেঁটে বেড়ান,negative
একটি বড় মানুষ ও তার অসাধারন পরিবার নিয়ে অসাধারণ লেখা,positive
আমাদের দেশের অনেকের কাছেই তো প্রয়োজনের চেয়ে অনেক বেশি সম্পদ আছে,negative
গর্জে উঠুক তামিমের ব্যাট,positive
’খালেদা অবরোধ ডেকে ঘুমান’ আর আপনাদের ঘুম হারাম হয়,negative
আওয়ামী লীগের উচিৎ সেনাবাহিনী দিয়ে নির্বাচন দিয়ে দেখিয়ে দেওয়া,positive
জাতীয় পতাকা আপনার হাতে আর আমার আছি ১৬ কোটি মানুষ পরিবার আপনার সাথে.......... জয় আমাদের হবেই,positive
"একদম ঠিক, মুশির জবাব চাই",positive
প্রতিবেদনের শুরুই রাজধানীতে বিএনপি সমর্থিত প্রার্থীর উপর গুলি ও জামায়াত সমর্থিত প্রার্থীর উপর ককটেল হামলা ........তাহলে পেট্রোল বোমাবাজ কারা?,negative
যে স্লগ ওভারে হাত খুলে খেলে,positive
ধন্যবাদ,positive
এর মানে হচ্ছে সুশীল সমাজকে এই তামাশার নির্বাচন বাতিল ঘোষণা করতে হবে এবং জনগণের মধ্যে সচেতনতা জাগিয়ে তুলতে হবে,positive
"যদি দেশ পরিচালনা ভাল হয়, তাহলে আর কী?",positive
অভিনন্দন বাংলাদেশ কে,positive
কারণ আমরা অবশ্যই তাদের থেকে ভাল নই,negative
ওয়ালস্ট্রিট জার্নালের গলদ ঘর্ম আবিষ্কার বটে,positive
তারকাদের তারকা সালমান শাহ,positive
তারা সেখানে যাওয়ার জন্যে অনেক টাকা দিয়েছে,positive
ছেলেরা তো তাও পারেনি,negative
গনতন্ত্র চচার সুতিঁকাগার আর নিদর্শনকে খাঁচায় বন্দি রাখা উচিতনা,negative
ভোট শেষ হলেই সব ভুলে যায়,negative
"জোর করে ভালো দল ট্যাগ আদায় করা যায় না, ওটা ভালো খেলে করতে হয়",negative
"শুভ জন্মদিন...!!! জীবন হোক ছন্দময় স্বপ্নগুলো রঙিন, ভালোবাসায় ভরে উঠুক তোমার জন্মদিন",positive
"ভাই, ক্রিক‌েট কি তোমাদের বাবার সম্পতি???",negative
মুসফিককে অনেক অনেক শুভকামনা,positive
বাংলাদেশে অনেক মেয়ে আছে এই রোগে আক্রান্ত কারিনা এর দিকে চেয়ে অনেকে ই ওজন কমায়,negative
দেশের গণতন্ত্রের চোখ এখনো বাঁধা…,negative
সফলতা কামনা করছি,positive
এরপরেও যদি আমাদের শিক্ষা নাহয়,negative
আসলে মার্কিন-ইসরায়েল এর হাতের খেলনা বর্তমান জাতিসংঘের উপর ভরসা না করে মুসলিম দেশগুলোকে ঐক্যবদ্ধ হয়ে তাদের নিজস্ব সংঘ তৈরী করতে হবে,positive
ভাল বলেছেন,positive
আমাদের দর্শকদের প্রত্যাশা বেশি তাই আমাদের হতাশও হতে হয় বেশি,negative
আমরা জনগন কি পারি না শামীমকে শুধু শুধু আর দোষারোপ না করে ক্ষমা করে দিতে ? ক্ষমা তো মহত্ত্বের লক্ষণ,positive
ধিক আমাদের সবাইকে,negative
একটা যুদ্ধ খুবই দরকার,negative
বাংলাদেশ পারে ! আজ থেকে 'ওরা' জেনে গেল,positive
এই ধরনের পরাজয় কোন ভাবেই গ্রহণযোগ্য নয়,negative
পরাজয় হলে সুষ্ঠু নয়,negative
"বারি ভাই, আপনার মতো লোক বাংলাদেশে আছে বলেই দেশে এতো অশান্তি ! আপনাকে স্কটল্যান্ডে পাচার করতে পারলে মন্দ হতো না, ওই দেশটাকেও বাংলাদেশের মতো অশান্তির আখড়ায় পরিণত করে দিতেন",negative
তাহলে আমাদের দেশ হবে আরো সমৃদ্ধশালী,positive
অবশ্য তাই হইছে,positive
কিসের সাথে কি ?,negative
দেখা যাক,positive
দেখেতো মনে হচ্ছে নিরঙ্কুশ নির্বাচনী বিজয়ের ট্রপি,negative
সারা দুনিয়ার মানুষ না করলেও তারা চাপাবাজি করে বলবে আমরা হয়েছি এটাই সত্য,negative
এখন তো হাওয়া ভবন নাই,negative
যত আপত্তি বিয়ের বয়সের আগে বিয়ে করে বসলে,negative
ব্রাজিল তার সোনালী দিন পেরিয়ে এসেছে,positive
কোলকাতায় আপনাদের জয় চাই,positive
মাহমুদউল্লাহ ৩,positive
নাম প্রকাশে অনিচ্ছুক ভাই ঠিকই বলেছেন আমি এখন আর ভারত পাকিস্তানের খেলা দেখি না,negative
তাতেই তো অনেকের মনখারাপ,negative
যৌনহয়রানী করলে চোখ তুলে ফেলা যায় না?,negative
আমার আসলেই দেশকে অনেক ভালোবাসি,positive
খুব ভালো লেখা,positive
"আরো অনেক সম্মান ও পূরস্কার লুটিবে পায় , বিশ্বে বাংলাদেশ যেন আরো উচ্চতর জায়গা পায়",positive
ওস্তাদের মার শেষ রাতে !!!!! মেসি নম্বর ১,positive
তুলির শেষ আচড় হোক বিজয়ে মোড়া,positive
"বাংলাদেশ এখন নিজের পায়ে দাঁড়াচ্ছে না , আওয়ামী লীগ তার পায়ে এদেশকে দাড়ানোর পায়তারা করছে",negative
দল নির্বাচনে উনি ভুল করছেন,negative
"আমরা পুরু বাংলাদেশের মানুষ বুঝলাম এক-এক রান দরকার , আর মুশফিক - মাহমুদুল্লাহ বুঝলেন না",negative
"সবই দেখি জামাত বিরোধী মন্তব্য ছাপা হচ্ছে, জামাতের পক্ষে কি একনজও নেই ? নিবন্ধন বাতিল করে অন্যায় করা হয়েছে এর তীব্র প্রতিবাদ জানাই",negative
"কারন সরকারের ফ্রেন্ডলিষ্টে দেশের জনগণ নেই, তার ফ্রেন্ডলিষ্টে শুধু র‌্যাব-পুলিশ আর সেনাবাহিনী",negative
দেশের জন্য ভালোবাসা কাহাকে বলে সেতার সবচেয়ে সুনদর উদাহরন,positive
বিনা ভোটের মে্যর জুতা মালা দেওয়া হোক,negative
একজন যাতায়াত করার জন্য প্রাইভেট কার নয় যানজট কমাতে সাইকেল ব্যবহার করুন,positive
আইন করে হরতাল ডাকা নিষিদ্দহ করা হোক,positive
খুবই বেদনাদায়ক,negative
"একমাত্র বাংলাদেশ ভাষার জন্য যুদ্ধ করেছে, অন্য কোন দেশ করে নাই",positive
তখন দেখা যাবে তুরস্ক কেমন বন্ধু,negative
সভ্য দেশে এমন কাজ কেউ করে না,negative
১৩-১৪ বছরের সাতারুদের এনে দীর্ঘ মেয়াদী কোচিং ছাড়া ভাল ফল আসবে না,negative
অাওয়ামীলীগ যে কি বুঝতে কারো বাকি থাকলো না,negative
১৬ কোটি বাংলাদেশির অভিশাপ বৃথা যেতে পারে না,negative
লিখে রাখেন এদেশে আর কোন দিন অবাধ সুষ্ঠ নিরপেক্ষ নির্বাচন হবে না,negative
কারণ সরকার ইচ্ছা করলে সব কিছুই করতে পারে,positive
"বাংলাদেশ ঠিক ট্রাকেই আছে, এখনো ম্যাচ বাংলাদেশের দিকে",positive
বি এন পি নেতৃতে কিছু ভুল আছে তা ঠিক কিন্তু জনগন থেকে বিসছিন্ন হয় নাই,positive
হায়রে বাংলাদেশ !! দেশটাকে কেউ ভালবাসেনা !! যারাই ক্ষমতায় আসে তারা নির্লজ্জভাবে নিজেদের আখের গোছাতেই ব্যাস্ত,negative
"ঠিক কথা, কেউ বলে না যে আমরা অনেক জিতা ম্যাচ হেরে গেছি কোচের ভুল পরিকল্পনার কারণে",negative
সাবাশ সিদ্দিকুর রহমান ভাই,positive
অসাধারণ এবং দৃষ্টান্তমূলক বিসিবি'র এই সিদ্ধান্ত,positive
"এদের হাত থেকে কেউ নিরাপদ না, আল্লাহ তুমি তাদের হাত থেকে আমাদের রক্ষা কর",negative
"আসলে একটাই চাওয়া, ইডেন যেন আজ ‘মিরপুর’ হয়ে যায়! অর্থা্ত",positive
আশা করছি টাইগাররা ষড়যন্ত্রের জবাব মাঠেই দিবে,positive
কিছুই হবেনা,negative
শুধু ইচ্ছা এই হাসি খুশি মুখগুলু ভর্তি না হতে পেরে যেন ম্লান না হয়ে যায়,negative
চোর না শুনে ধর্মের বাণী,negative
"যা ই হোক অনেক বড় অপরাধের কথা লিখুন, যেমন ভোট বিক্রি হচ্ছে কিনা? এইসব",negative
বাঘ হয়েও আমরা বন্য নই,positive
"নির্বাচনটা যে সুষ্ঠু হয়নি, একথা স্বীকার করার জন্য ধন্যবাদ",positive
"গতকালের ভোট ডাকাতির নির্বাচনে জিতেছে সাঈদ খোকন, আনিসুল হক, নাছির এবং সরকার",negative
"দল হিসেবে খেলতে হবে, ডি-মারিয়া, হিগুয়েন এরা যদি একা গোল করার স্বপ্নে বিভোর থাকে এবং মেসিকে সহযোগিতা না করে তাহলে ব্রাজিল এর দশাই হবে",negative
"যোগ্যতা নেই, আছে শুধুই শপিং",negative
আশা করি আপনার আমার সবার মঙ্গল হবে,positive
হা হা হা,positive
যারা ইশতেহার আর দাবির মধ্যে পার্থক্যই জানে না তারা করবে ঢাকা সিটির উন্নয়ন! বিম্পি যে আর কত সার্কাস এখাবে! উনারা রাজনৈতিক দল হিসেবে নিবন্ধন নবায়ন না করে সার্কাস দল হিসেবে নিবন্ধন নিলে বেশি মানাতো,negative
"জিয়াকে স্কোয়াডেই রাখলনা, যার দলে থাকা উচিত??",negative
বাংলাদেশ ও ভারতের মধ্যে বন্দিবিনিময় চুক্তি হয় ২০১২ সালে,positive
অনেক দক্ষ লোক আছে আমাদের দেশে শুধু কৃষি কেন ?,positive
"সারা দুনয়িাতে ক্ষমতা দখলের কুফলের কারনেই সব জংগি হামলা হছচে!!!!!!!খুবই হাস্যকর!!!! ব্যাপারটা এরকম যে আমি দেখেও দেখবনা, শুনেও শুনবনা, বুঝেও বুঝবনা",negative
মানুষ যেদিন তার চিন্তা করার শক্তি মেশিনকে দিবে তার পর থেকে মানব জাতি ধংশের দিন গুনতে হবে কারন মেশিন একদিন মানুষ জাতিকে পৃথিবির আর্বজনা মনে করবে,negative
৫ই নির্বাচন করে আওামীলীগের কি ক্ষতি আপনারা করেছেন তা হয়ত একদিন বুঝতে পারবেন,negative
লেখাটা পড়ে খুব ভাল লাগল,positive
এহেন জনগণের কাছ থেকে এইরকম আচরনইতো প্রত্যাশিত,negative
"আইয়ুব বাচ্চুর সেই গানটি খুব মনে পরছে- আমি কষ্ট পেতে ভালোবাসি, তাই তোমার কাছে ছুটে আসি",negative
এটা বোঝার জন্য উদার মন প্রয়োজন,positive
সরব পেট্টোল বিপ্লবে ব্যর্থ হয়ে এখন বুঝি নিরব বিপ্লবের পথ ধরেছেন!! তা এবার কত মানুষ পোড়ানোর টার্গেট রেখেছেন,negative
সাবাস মুসফিক,positive
চট্টগ্রামে আপনি জিতে গেছেন,negative
এর শাস্তি জনসম্মুখে হওয়া উচিত যেন আর কেউ কোনদিন এধরনের অপরাধ করার সাহস না পায়,positive
বাংলাদেশ ফকির হলেও অামজনতা চেয়ে চেয়ে দেখবে,negative
এই বিশ্বকাপে প্রথম আলো শুধু আর্জেন্টাইন সাপোর্টারদের দিয়ে কলাম লিখাচ্ছে,negative
শেখ হাসিনা এবং এই সরকারের সমালোচনা করা মানেই রাষ্ট্রদ্রোহিতা,negative
ইন্ডিয়া এর হার আর বাংলাদেশ এর জয় যেন এক ই মুদ্রার এপিঠ ওপিঠ... দুইটাতে ই আনন্দে মন ভরে যায়,positive
ভোট ডাকাতি করলে কি আপনি বসে থাকতেন নাকি প্রহসনের নির্বাচন বয়কট করতেন ?,negative
"বলুনতো, আপনারা অনন্ত কার মাথায় কাঁঠাল ভেঙ্গে খাচ্ছে? একটু উৎসাহ দিইনা এম এ জলিল অনন্ত কে! সব জায়গাতেই আমাদের বিরোধীতা করার অভ্যাস! কি আর বলবো, এটা দেশের রাজনীতির কু-প্রভাব",negative
শাবনুর ম্যাডাম এবং মৌসুমি আপুর এখন এইসব চরিত্রে মানায়? প্রেম টাইপের কিছু এখন আমাদের মতো ২১/২২ না হয় ম্যাক্সিমাম ৩০ বছরের ছেলে পেলে- এদের সাথে যায়,negative
কিন্তু এবারে যদি আপনাকে ভুল তথ্য দেয় তাহলে কি করবেন?,negative
"বাংলার টাইগার টেষ্টেও সেরা, অবাক বিশ্ব এ এক নতুন চমক",negative
"বিপ্লব, আপনার লিখা পড়তে মাঝে মধ্যে বেশ অসুবিধা হয় তাই অনুগ্রহ করে যদি একটু শুদ্ধ করে লিখতেন তা হলে বুঝতে সুবিধা হতো",positive
এমন সংস্কার করতে হবে যাতে মন্ত্রী এমপি হলে টাকা পয়সা বানানোর রাস্তা না থাকে,positive
"ইউরোপে ট্রাফিক পুলিশের কাজ গাড়ি চালানোয় ভুল ধরা এবং ট্রাফিকে সহযোগিতা করা, এরা সরাসরি পুলিশ ! পার্কিং জরিমানার এর এই চাকরিকে ইউরোপে পার্কিং গার্ড বলা হয় এবং এটা সিটি কর্পোরেশনের জরিমানা আদায় বিভাগের চাকরি",positive
এক নিমিষেই পড়ে ফেললাম,positive
দলীয় ভাবে নির্বাচনে জনগনের আকাঙ্ক্ষা পুরন হলেই সফলতা,positive
"হার-জীত পরে দেখা যাবে, ৫০ ওভার টিকে থাকুক এই প্রত্যাশা",positive
আমরা আমাদের যোগ্যতা দিয়েই মওকা মওকার জবাব দিব ইনশাআল্লাহ,positive
১৬ তারিখ ১৭ তারিখ বাজার দারুন থাকবে,positive
এখন সেটিও যেন আর নিরাপদ নয়,negative
এখন তো অারো অনেক কম অার .. এ কাজের জন্য সব দলই ভাল ভুমিকা রেখেছে,positive
আরবদের শঠতার বিপরীতে এই ঘটনাটি ইতিহাসে লিখা থাকবে,positive
আমাদের এবারের মিনিমাম টার্গেট সেমি ফাইনাল আর ম্যাক্সিমাম হল শিরোপা,positive
টেবিলে রেখে বাসে সীল মারো,positive
মিথ্যার জয়-জয়কার আজ সর্বত্র,negative
বিশ্বয়ানের যুগে ভাষার ব্যাবহারের ক্ষেত্রে যত্নবান হব- এটাই স্বাভাবিক,positive
শুভ কামনা রইল,positive
যত দিন আওয়ামীলীগ ক্ষমতায় থাকবে - এই ভাবে তত দিন হারতে থাকবে গণতন্ত্র,negative
"মফিজ তুই কুনাই, হেতেতো গেছে, এক্কেরে পুরাপুরি গেছেরে",negative
চিত্তের স্বাধীনতাই হলো আসল স্বাধীনতা,positive
যে দুইজন ডিসলাইক দিয়েছে তারাও যে চোরের সাগরেদ তা বুঝতে কারও কষ্ট হবার কথা না |,positive
কারন ক্ষমতা তো শুধু তার হাতে বাকী ১৭ কোটি মানুষের আসলেই করার কিছু নেই,negative
ধন্যবাদ ও কৃতজ্ঞতা জানাই লেখককে এমন সময়োপযোগী জ্ঞানগর্ভ লেখা উপহার দেওয়ার জন্য,positive
ভালো কথা,positive
অভিনন্দন টাইগারদের,positive
মানুষের লজ্জা না থাকলে এই রকমই হয়,negative
"অবশ্যই, এক্ষেত্রেতো তা-ই",positive
"হম ঠিকই কইছেন, দেশের স্বার্থে মানুষের স্বার্থে সাধারণ জনগণকে পড়িয়ে মারতে হবে",negative
আহা কি আনন্দ আকাশে বাতাসে! কইরে আইসিসি ও ভারত?,positive
"তাদের প্রাপ্য সম্মান তো জনগণ দেয়ই না, উল্টা মাইরের উপর রাখে",negative
উপরের মন্তব্যগুলোতে ডিসলাইক ক্লিক করার কারন খুঁজে পেলাম না,positive
নীজ স্বার্থে আমরা বড়ই সংকীর্ণ হৃদয়,negative
বাংলাদেশ আইসিসির বদন্যতায় রোহিত বা রায়নার মত ২বার করে ব্যাটিং করে না ৷,negative
ন্যায় বিচারের আশায় থাকলাম,positive
বয়স ত এখন ৩১...৩৫ পর্যন্ত অনায়াসে খেলতে পারবে,positive
চল বাংলাদেশ,positive
আজকে আমার সব থেকে বেশি মনে পরছে যারা বিনা দোষে আগুনে পুড়ে প্রাণ দিল.. তাদের কথা ভাবার সময় আজকে কারো নাই,negative
সবার উচিত এক তরফা নির্বাচনের বিরুদ্ধে রুখে দাড়ানো,positive
উনারা এখন পেট্রল নিয়ে ব্যস্ত - হরতাল - ভয়্তাল তো এখনো জারি আছে,negative
"অনেক কিছুর বিবেচনায় আপনার মন্তব্যের সাথে একমত; তবে এই ধরনের নারী নির্যাতনের ঘটনায় বাংলাদেশ, ভারত, পাকিস্তানে প্রায় সমানে সমান",positive
"দেখা যাক টিম কি করে? তবে, লিপু ভাই-এর পরিকল্পনায় চমক আছে",positive
লেজে পচন ধরলে লেজ কেটে ফেলতে পারবেন কিন্তু মাথায় পচন ধরলে মাথা কাটবেন কি করে??? তারেক তেমনি বিএনপির পচে যাওয়া মাথা হওয়ার পথে !!! পচা কেউ মাথা হওয়ার আগেই বিএনপিকে চিন্তা করা উচিৎ,negative
"এমন এক টা বাজে খেলা আশা করিনি,বিশেষকরে সাধীনতার দিন",negative
"প্রতিটা ম্যাচ শেষ ম্যাচ, এই হিসেব করে খেলতে হবে",negative
আমাদের দেশে এখন একটি নতুন শ্রেণী সৃষ্টি হয়েছে - সবজান্তা সুশীল শ্রেণী,negative
"ভাই, আপনি কি খেলাটা দেখেছিলেন? কোনটা ফাউল আর কোনটা ফাউল না, সেটা নিশ্চয় আপনি বুঝেন",negative
আর্জেন্টিনা আজকে হল্যান্ড এর থেকে ভাল খেলেছে,positive
সিটি কর্পোরেশন নির্বাচনে সে আইডিয়া আমরা কিছুটা তো পেয়েছি,positive
এত বুঝেন,negative
এটা কি সমাজের বিবেক হিসাবে দায়ীত্ব এড়িয়ে গেলেন না ?,negative
আমরা শুধু নিজের দুর্বলতা প্রকাশ করতে ভালবাসি তাই নয় কি?,positive
তুমি সর্প হইয়া দংশন করো ওঝা হইয়া ঝাড়ো,negative
এতো জামায়াতের পিছে না লেগে দেশের জন্য কিছু ভাবুন,positive
"দেশ প্রেমিক যোগ্য নেতৃত্বের হাতে দেশ তাই সার্বিক বিবেচনায় সঠিক সিদ্দান্তে সরকার দেশকে সঠিক পথেই এগিয়ে নিবে নতুন বছরে এই প্রত্যাশায়, জয় বাংলা",positive
তারা না আসলে গুম হওয়ার সমূহ সমভাবনা কোন অংশে কম নয়,negative
১৮ ওভারে পাকিস্তান ১৬২ করে ফেলেছে,positive
"বাংলাদেশের বিশ্বকাপ শেষ হলে খুশি হব, কারণ বাংলাদেশ এখনও বিশ্বকাপ খেলার মত দল হয়নি",negative
রাজাকার জোট নিপাত যাক,negative
হাত দিয়ে না খেয়ে চামুচ দিয়ে খাওয়া আর কি,negative
কন সরিদয়বান মানুস কি নাই অদের জনন কিশু করবে,negative
"যদি দেশের একটু ভাল চান, তবে যান না",positive
দারুন খেলা হল,positive
তোমাকে ছাড়া আমরা সত্যিকার অর্থেই ভালো নেই,positive
আইন করে লীগের নেতা কর্মীদের নামে মামলা নেয়া বন্ধ করে দেয়া উচিৎ,negative
"লাগাতার হরতাল দরকার, পুলিশ যা খুশি তা করতে পরে না",negative
ভোটাধিকার এমনই হাল যে গুলশানের নাগরিকরা পর্যন্ত গুলশানের সাংসদ বিএনএফের প্রধান আবুল কালাম আজাদকে চেনে না,negative
"তিনিতো জানতেন আমলীগ এমনটা চাইছে , army কে ডাকলেনই না শেষ পরযন্ত",negative
অসাধারন একটা খেলা উপভোগ করলাম আজ,positive
সোলায়মান- এরা সন্ত্রাসী হলে ছাত্রলীগের সোনার ছেলেরা কি ? লগি-বৈঠা দিয়ে বর্বর-পৈচাশিক ভাবে মানুষ হত্যা করে লাশের উপর দাড়িয়ে উল্লাস করে তারা কি মানুষ ?,negative
এ সরকার অনেক ভালো কাজ ও করেছে,positive
তবুও পাকিস্থানের জন্য শুভ কামন,positive
৫ই জানুয়ারির নির্বাচন ও উপজেলা নির্বাচনের পর সেই গর্ব এখন তাদের লজ্জায় পরিণত হয়েছে,negative
আগে বুঝতে হবে ইসরাইলিরা কি মানুষ না পশু?,negative
বিসিবি -এর উচিত ICC-কে পরবর্তী ম্যাচগুলোতে পরাজয় বরণ করার নিশ্চয়তা প্রদান করা,negative
আর ঐ দলটি সারা জীবন অপরের ... মেরে গেল,negative
নিজেদের মাটিতে সবাই বাঘ,positive
১০০ %,positive
নিদৃষ্ট সময়ের জন্যে ভোট চুরির ব্যবস্থা করা ও একটু বেলা হলে সব কেন্দ্র সাভাবিক ভাবে ভোট চালু রাখা,positive
আসলেই অনেক ভাল হয়েছে,positive
অনন্য ও অসাধারণ লেখা,positive
"দুই দিন আগে ইডেন গার্ডেনে এসেই ভারত অধিনায়ক বলেছিলেন, পাকিস্তানের চেয়ে ভারতকেই বেশি ভালোবাসা পেয়েছেন",positive
দলকানা আমলা,negative
"আমাদের কৃষিজাত পণ্য আমরাই উৎপন্ন করব, সেটাই প্রত্যাশিত ও স্বাভাবিক",positive
আজকের প্রথম আলোর রিপোর্ট পরে দেখুন মানুষ স্বস্তিতে বাড়ি ফিরছে,positive
কেন থাকবেন না নির্বাচনে !!!? অবশ্যই থাকবেন এবং জিতেই যোগ্য জবাব দিবেন,positive
লেখাটি খুউব ভালো লাগলো| ধন্যবাদ|,positive
এটাইতো জাতির পিতার স্বপ্নের সোনার বাংলা,positive
উন্নয়ন যাত্রাপালা কি শুরুতেই শেষ হয়ে গেল ?,negative
সাথে সাথে পদত্যাগ করা উচিত ছিল - এখনও করা যেতে পারে,negative
"তথ্য-বাবা'র স্বপ্নে পাওয়া তথ্য, নাকি এভাবেই চিত্র-নাট্য সাজানো হয়েছে?",negative
ব্রাজিল মানসিক ভাবে বিপর্যস্ত ছিল নেয়মার এবং টি সিলভা না খেলাতে,negative
নেপাল আমাদের থেকে গরিব দেশ,negative
নতুন দিনের দলীয় ইতিহাসবেত্তা,negative
যাহা তাহাদের প্রয়োজন,positive
আদালতকে ধন্যবাদ,positive
আমাদের দেশে রাজনৈতিক বিশ্লেষণের সমস্যা হলো কারও পক্ষে না গেলেই তিনি তেড়ে আসেন,negative
"শিরোনাম হবে, সাত বছরে আত্মসাৎ ৩০ হাজার কোটি টাকা [প্রকাশিত]",negative
যে সরকার সঠিকভাবে নির্বাচণের মধ্য দিয়ে ক্ষমতায় আসেনি বা যে নির্বাচন সুষ্ঠ হয়নি তা কি করে বৈধ হয় ????,positive
"রাজনীতিবিদ নাই,কথাটা ঠিক নয়",positive
কোন দেশে বাস করি আমরা,negative
এই নির্বাচন কমিশন আমার দেখা সবচাইতে অথর্ব কমিশন,negative
এটা তো পুরনো খবর! প্রথম আলোতে এতো দেরিতে আসল???,negative
দাদা দাঁতের ডাক্টারের অগ্রিম অ্যাপানমেন্ট নিয়ে নেন,negative
"আইন হওয়া ভাল, কিন্তু অপব্যবহার যেন না হয়",positive
বুঝলাম না,negative
হারলেও আমরা আমাদের দলকে সংবর্ধনা দিব,positive
"শুভাগত পারে না, আামিও পারি না",negative
ধন্যবাদ আপনাকে,positive
